date,schedule1,accuracy,4459,0.984525678403
date,schedule1,avgp,4459,0.955677458174
date,schedule1,hypcount,4459,0.180758017493
date,schedule1,l2,4459,0.0626815397685
date,schedule1,mrr,4459,0.991029378784
date,schedule1,nonempty,4459,0.180758017493
date,schedule1,roc.v1_ca05,4459,0.984525678403
date,schedule1,roc.v1_ca10,4459,0.984525678403
date,schedule1,roc.v1_ca20,4459,0.984525678403
date,schedule1,roc.v1_eer,4459,0.0145772594752
date,schedule1,roc.v2_ca05,4459,0.857403189066
date,schedule1,roc.v2_ca10,4459,0.857403189066
date,schedule1,roc.v2_ca20,4459,0.972892938497
date,schedule2,accuracy,189,0.825396825397
date,schedule2,avgp,189,0.663158883598
date,schedule2,hypcount,189,0.989417989418
date,schedule2,l2,189,0.476365275181
date,schedule2,mrr,189,0.891534391534
date,schedule2,nonempty,189,0.989417989418
date,schedule2,roc.v1_ca05,189,0.47619047619
date,schedule2,roc.v1_ca10,189,0.555555555556
date,schedule2,roc.v1_ca20,189,0.825396825397
date,schedule2,roc.v1_eer,189,0.232804232804
date,schedule2,roc.v2_ca05,189,0.179487179487
date,schedule2,roc.v2_ca10,189,0.179487179487
date,schedule2,roc.v2_ca20,189,0.455128205128
date,schedule3,accuracy,54,0.907407407407
date,schedule3,avgp,54,0.762977592593
date,schedule3,hypcount,54,1.0
date,schedule3,l2,54,0.335200303142
date,schedule3,mrr,54,0.944444444444
date,schedule3,nonempty,54,1.0
date,schedule3,roc.v1_ca05,54,0.87037037037
date,schedule3,roc.v1_ca10,54,0.907407407407
date,schedule3,roc.v1_ca20,54,0.907407407407
date,schedule3,roc.v1_eer,54,0.0740740740741
date,schedule3,roc.v2_ca05,54,0.265306122449
date,schedule3,roc.v2_ca10,54,0.265306122449
date,schedule3,roc.v2_ca20,54,0.775510204082
from.desc,schedule1,accuracy,4459,0.80937429917
from.desc,schedule1,avgp,4459,0.741216640278
from.desc,schedule1,hypcount,4459,0.804440457502
from.desc,schedule1,l2,4459,0.365974937035
from.desc,schedule1,mrr,4459,0.877999551469
from.desc,schedule1,nonempty,4459,0.804440457502
from.desc,schedule1,roc.v1_ca05,4459,0.56043956044
from.desc,schedule1,roc.v1_ca10,4459,0.669208342678
from.desc,schedule1,roc.v1_ca20,4459,0.80937429917
from.desc,schedule1,roc.v1_eer,4459,0.245795021305
from.desc,schedule1,roc.v2_ca05,4459,0.346079246329
from.desc,schedule1,roc.v2_ca10,4459,0.431975616514
from.desc,schedule1,roc.v2_ca20,4459,0.630368523137
from.desc,schedule2,accuracy,1159,0.642795513374
from.desc,schedule2,avgp,1159,0.614301191544
from.desc,schedule2,hypcount,1159,0.996548748921
from.desc,schedule2,l2,1159,0.545460485909
from.desc,schedule2,mrr,1159,0.784296807593
from.desc,schedule2,nonempty,1159,0.996548748921
from.desc,schedule2,roc.v1_ca05,1159,0.225194132873
from.desc,schedule2,roc.v1_ca10,1159,0.415875754961
from.desc,schedule2,roc.v1_ca20,1159,0.550474547023
from.desc,schedule2,roc.v1_eer,1159,0.294219154443
from.desc,schedule2,roc.v2_ca05,1159,0.163758389262
from.desc,schedule2,roc.v2_ca10,1159,0.252348993289
from.desc,schedule2,roc.v2_ca20,1159,0.554362416107
from.desc,schedule3,accuracy,331,0.746223564955
from.desc,schedule3,avgp,331,0.691279767372
from.desc,schedule3,hypcount,331,1.0
from.desc,schedule3,l2,331,0.436596339962
from.desc,schedule3,mrr,331,0.835347432024
from.desc,schedule3,nonempty,331,1.0
from.desc,schedule3,roc.v1_ca05,331,0.374622356495
from.desc,schedule3,roc.v1_ca10,331,0.61329305136
from.desc,schedule3,roc.v1_ca20,331,0.731117824773
from.desc,schedule3,roc.v1_eer,331,0.223564954683
from.desc,schedule3,roc.v2_ca05,331,0.19028340081
from.desc,schedule3,roc.v2_ca10,331,0.283400809717
from.desc,schedule3,roc.v2_ca20,331,0.502024291498
from.monument,schedule1,accuracy,4459,1.0
from.monument,schedule1,avgp,4459,1.0
from.monument,schedule1,hypcount,4459,0.0
from.monument,schedule1,l2,4459,0.0
from.monument,schedule1,mrr,4459,1.0
from.monument,schedule1,nonempty,4459,0.0
from.monument,schedule1,roc.v1_ca05,4459,1.0
from.monument,schedule1,roc.v1_ca10,4459,1.0
from.monument,schedule1,roc.v1_ca20,4459,1.0
from.monument,schedule1,roc.v1_eer,4459,0.0
from.monument,schedule1,roc.v2_ca05,4459,None
from.monument,schedule1,roc.v2_ca10,4459,None
from.monument,schedule1,roc.v2_ca20,4459,None
from.monument,schedule2,accuracy,0,None
from.monument,schedule2,avgp,0,None
from.monument,schedule2,hypcount,0,None
from.monument,schedule2,l2,0,None
from.monument,schedule2,mrr,0,None
from.monument,schedule2,nonempty,0,None
from.monument,schedule2,roc.v1_ca05,0,None
from.monument,schedule2,roc.v1_ca10,0,None
from.monument,schedule2,roc.v1_ca20,0,None
from.monument,schedule2,roc.v1_eer,0,None
from.monument,schedule2,roc.v2_ca05,0,None
from.monument,schedule2,roc.v2_ca10,0,None
from.monument,schedule2,roc.v2_ca20,0,None
from.monument,schedule3,accuracy,0,None
from.monument,schedule3,avgp,0,None
from.monument,schedule3,hypcount,0,None
from.monument,schedule3,l2,0,None
from.monument,schedule3,mrr,0,None
from.monument,schedule3,nonempty,0,None
from.monument,schedule3,roc.v1_ca05,0,None
from.monument,schedule3,roc.v1_ca10,0,None
from.monument,schedule3,roc.v1_ca20,0,None
from.monument,schedule3,roc.v1_eer,0,None
from.monument,schedule3,roc.v2_ca05,0,None
